0,0
1,8
3,6
4,10
5,3
6,4
7,3
8,1
9,3
10,0
11,3
12,10
13,0
14,0
16,3
17,11
18,0
19,4
21,3
22,2
23,10
24,2
25,2
26,0
28,0
30,3
32,2
33,0
35,0
36,1
37,0
38,1
39,0
40,0
41,0
42,4
43,0
44,0
46,0
47,4
48,0
49,0
50,3
51,3
52,0
54,0
56,10
57,4
58,0
59,0
60,1
62,2
63,10
64,0
65,0
66,5
67,0
68,2
69,2
70,3
71,4
72,2
73,14
74,2
75,3
77,4
78,0
80,2
81,0
82,0
83,4
84,2
85,2
86,3
87,3
89,0
90,0
92,0
94,0
96,6
97,0
99,1
101,0
102,0
103,0
104,2
105,0
106,4
107,4
108,9
109,0
110,0
111,2
112,0
114,0
117,3
118,11
119,3
120,10
123,0
124,0
125,10
126,0
127,0
128,3
129,0
130,2
133,4
134,10
135,3
137,0
138,2
140,3
143,0
144,0
145,0
146,0
148,0
150,0
151,4
152,6
153,1
154,13
155,0
156,0
157,0
158,3
159,4
161,6
162,0
164,3
165,4
166,0
167,1
169,0
170,2
171,2
174,0
175,3
176,0
177,0
178,0
179,3
180,0
181,13
182,2
183,1
184,0
185,14
187,3
188,0
189,0
191,0
192,0
193,12
194,0
196,0
197,12
198,2
199,2
201,0
202,10
203,0
204,0
205,3
206,2
207,0
208,0
211,0
212,5
213,0
216,0
218,0
219,2
220,5
221,3
222,11
223,0
224,2
225,14
226,0
227,3
228,0
229,2
230,4
233,0
234,0
235,12
236,10
237,0
238,4
240,3
241,0
243,0
244,0
245,0
246,0
247,14
249,4
250,5
251,0
252,4
253,2
255,0
256,0
257,0
258,3
259,2
260,0
261,0
262,0
263,0
264,13
266,11
267,10
270,1
271,2
272,5
273,0
274,0
275,3
276,10
277,0
278,6
279,0
280,0
283,2
284,0
285,9
287,4
288,0
289,9
290,2
291,3
292,10
293,2
294,14
295,0
296,3
297,1
298,3
300,2
301,0
302,0
305,0
306,0
307,4
309,14
310,3
311,4
312,0
314,2
315,2
316,4
317,12
318,0
319,2
320,2
321,0
322,0
323,0
325,0
330,4
331,0
332,2
333,4
334,3
336,0
337,2
338,1
340,2
342,0
344,0
347,0
349,0
352,2
353,2
354,2
355,2
356,0
358,0
359,0
360,3
361,0
363,12
364,0
365,1
366,2
367,0
368,11
369,3
370,6
371,3
372,4
373,1
374,2
375,0
376,0
377,2
378,0
379,3
380,0
381,0
382,0
383,3
384,0
385,2
386,0
387,11
388,3
389,0
391,0
392,0
394,0
395,0
396,14
397,0
398,3
400,0
402,4
403,4
404,0
406,0
407,1
408,3
410,0
411,3
412,0
413,4
416,0
417,5
418,10
419,5
420,0
421,0
422,3
423,0
424,3
425,3
426,3
427,4
429,4
430,0
431,10
432,0
433,0
434,0
435,0
436,0
437,0
438,2
439,5
440,3
441,0
442,0
443,10
444,3
445,0
446,3
447,0
448,2
450,0
451,3
452,10
453,0
454,0
456,11
457,2
458,0
459,6
460,0
461,0
462,2
463,11
464,10
465,0
466,0
467,10
469,0
470,5
471,0
472,0
474,0
475,3
476,0
477,10
478,0
479,0
480,4
481,13
482,11
483,13
484,3
485,0
486,0
488,4
489,0
490,0
491,10
493,10
494,0
495,3
496,13
497,0
498,0
500,0
502,0
503,0
504,0
506,0
507,0
508,4
509,0
510,10
511,0
512,0
513,3
514,9
516,2
517,14
518,3
520,0
521,0
522,3
524,0
525,2
526,2
527,0
528,0
529,2
530,11
531,0
532,2
533,0
537,0
538,0
539,0
540,0
541,0
543,0
544,0
545,14
546,2
547,2
548,0
549,14
550,0
551,0
552,0
553,3
554,11
555,0
556,1
557,14
558,10
560,0
563,10
564,4
565,3
566,11
568,2
569,0
570,11
571,2
572,2
573,0
577,0
578,10
579,0
580,12
581,0
582,0
585,0
586,0
587,6
588,12
589,0
590,11
591,3
592,0
594,0
595,0
597,9
598,0
599,8
600,3
601,0
602,0
603,0
604,4
605,3
607,10
609,14
610,0
611,1
612,0
613,0
614,11
616,0
617,5
618,0
621,0
622,4
623,0
624,0
625,14
626,2
627,0
629,2
631,12
632,0
633,0
634,0
635,0
636,0
637,10
638,0
639,0
641,3
642,11
643,0
644,0
645,10
646,0
647,11
648,11
649,0
650,3
651,0
652,10
654,0
655,0
656,2
657,3
658,1
661,0
662,3
665,2
666,0
669,0
672,0
673,3
674,0
675,0
676,0
677,2
678,3
682,2
683,8
684,4
685,3
687,0
688,0
690,0
691,2
692,2
693,0
694,0
696,3
698,2
700,0
701,0
702,5
703,2
704,4
705,0
706,0
707,3
708,0
709,0
710,2
711,2
712,2
713,0
714,4
715,1
716,0
717,2
718,0
719,0
720,10
721,2
723,0
724,0
726,0
728,2
730,14
731,14
732,0
733,0
734,0
735,0
736,2
737,4
739,0
740,0
741,12
742,14
743,0
744,4
745,14
746,0
747,0
748,4
752,3
753,0
754,3
756,1
757,3
758,14
759,0
760,0
